Source,Target
1809.10417,1912.12883
1811.02291,2007.00328
1811.02291,1807.11348
1811.02291,1804.08361
1811.02291,1912.02854
1811.02291,2007.08763
1811.02291,1907.13242
1811.02291,1806.07119
1811.02291,1808.10072
1810.07792,1908.03963
1810.07792,1908.02805
1810.07792,2004.11145
1810.07792,2007.12322
1810.07792,1806.00877
1810.07792,1710.10363
1810.07792,1911.10635
1811.00576,1803.00885
1810.12959,2001.10619
1810.12959,2009.05609
1810.12959,1905.06362
1810.12959,2008.01774
1810.10690,1910.12166
1810.10690,2006.13476
1810.10690,1907.13463
1810.10690,2008.01296
1810.10690,1608.04636
1810.10690,1904.09265
1810.10690,1902.05679
1810.02497,1905.12096
1810.03805,2006.16322
1810.03805,2005.00631
1810.03805,1912.04853
1810.03805,2003.08907
1810.03805,1704.02685
1810.03805,2003.11755
1810.03805,1906.02825
1810.03805,2006.13913
1810.03805,1910.02065
1811.00621,1710.08864
1811.00621,1906.06627
1811.00621,1706.06083
1811.00621,1811.11553
1811.00780,1906.02564
1809.10491,2001.01017
1809.10491,1909.05207
1809.10946,1904.07559
1809.10946,2009.00964
1811.00681,1805.12352
1810.05934,2007.05670
1810.05934,1911.10504
1810.05934,1902.07638
1810.05934,2005.04048
1810.05934,1905.06707
1810.05934,2003.10865
1810.05934,1912.00967
1810.05934,2002.02885
1810.05934,1905.08942
1810.05934,2007.14604
1810.05934,1909.07218
1810.05934,1902.01894
1810.05934,2004.04120
1810.05934,1909.04286
1810.05934,1907.10902
1810.05934,2007.04087
1810.05934,2003.05689
1810.05934,2007.04911
1810.05934,1910.09700
1810.05934,2001.02338
1810.05934,1907.13487
1810.05934,1806.09055
1810.05934,1911.08121
1810.05934,2007.13382
1810.05934,1902.02725
1810.05934,1909.07140
1810.05934,2002.02518
1810.05934,1906.02869
1810.05934,2007.02914
1810.05934,2006.11972
1810.05934,2002.01687
1810.05934,1910.10536
1810.05934,1901.06261
1810.03716,1903.02501
1810.03716,2002.04407
1810.03716,1709.06316
1810.03716,1903.07912
1810.03716,2003.05477
1810.03716,1903.02974
1810.03716,1805.01047
1810.03716,1907.02336
1810.03716,1912.12148
1810.03716,1905.10693
1810.03716,1903.02499
1810.03716,1902.06634
1810.03716,1904.09146
