Source,Target
1911.11378,1812.04948
1911.11378,2006.07606
1911.11378,1807.02250
1911.11378,1903.10195
1912.00520,1707.07113
1912.00520,1807.07706
1912.00520,1806.09055
1912.00528,1902.01996
1912.00528,2004.02199
1912.00528,2007.15378
1912.00528,2008.11687
1912.00528,1905.12600
1912.00528,2007.03071
1912.00528,1905.13344
1912.00528,1804.05862
1912.00528,1805.10408
1912.00528,1905.00414
1912.00528,1901.01672
1912.00528,2009.07974
1912.00528,1905.03684
1912.00838,1812.04276
1912.00838,1902.06522
1912.00838,1907.02511
1912.00789,1811.12359
1911.12207,2009.10762
1911.12207,1809.11096
1911.12207,1901.08428
1911.12207,2006.07117
1911.12207,1902.05522
1911.12207,1905.07121
1911.12207,1908.03835
1911.12207,2006.16992
1911.12207,1903.08689
1911.12207,1805.10408
1911.12207,2003.13563
1911.11227,1811.10983
1911.11227,1908.04725
1911.11227,2006.10211
1911.11227,2006.07982
1911.11227,2006.03817
1911.11227,1811.10943
1911.11542,1901.00596
1911.11542,1806.00848
1912.00385,1903.03238
1912.00385,1904.11397
1912.00385,1906.07589
1912.00385,2006.02609
1912.00385,1909.05235
1912.00385,1904.06627
1912.00385,1905.02249
1912.00385,2006.11706
1912.00385,1906.05990
1912.00385,1904.05068
1911.11377,1811.00778
1912.00283,1912.11037
1912.00283,1912.09380
1912.00283,1610.02391
1912.00283,1801.07756
1911.09891,1802.01548
1911.09891,1806.09055
1911.11120,1911.11119
1911.11120,2001.09621
1911.10422,2006.05113
1911.10422,1906.07510
1911.10422,2006.04702
1911.10422,2006.03719
1911.10422,1902.01030
1911.10422,2009.04861
1911.10422,1907.06142
1911.10422,1810.05102
1911.10422,1906.03158
1911.10422,2004.03786
1911.10422,1906.01965
1911.10422,1904.04866
1911.10422,1909.00333
1911.10422,1904.07629
1911.10422,2004.14164
1911.10422,1911.03869
1911.10422,1910.13294
1911.10422,1911.10438
1912.01098,1811.03195
1911.11854,2006.04128
1911.10301,1906.02429
1911.10683,2001.01469
1911.10683,1903.03295
1911.10683,2008.02569
1911.12486,2006.05866
1911.13060,1805.11604
1911.13060,1809.11096
1911.13060,1811.05381
1911.13060,1806.06621
1911.10936,1912.03132
1911.10936,1902.02368
1911.10936,1911.01641
1911.10936,1904.11401
1911.10936,2003.08457
1911.11929,1807.11626
1911.11929,1909.00700
1911.11929,1905.11946
1911.11929,1909.00948
1911.11929,1812.05262
1911.11929,1904.07850
1911.11929,1903.11752
1911.11929,1709.01507
1911.11929,1905.02244
1911.11929,1902.09630
1911.11929,1909.02466
1911.11929,2008.11672
1911.11929,1801.04381
1911.11929,1904.08189
1911.11929,1904.01169
1911.11929,2004.10934
1911.11929,1808.01244
1911.11929,1804.06882
1911.11929,1908.08681
1911.11929,1904.08900
1911.11929,1811.04533
1911.09983,2008.05201
1911.12825,1910.09508
1911.12825,1811.01458
1912.00682,1902.04980
1911.12491,1803.03635
1911.12491,2004.10568
1911.12491,1902.08153
1911.12491,1904.01866
1911.12491,1810.05270
1911.12491,2006.05525
1911.12491,1908.05033
1911.12491,2005.11035
1911.12491,1801.04381
1911.12491,1904.09058
1911.12491,1811.08886
1911.12491,2004.09576
1911.12491,1906.00532
1911.12491,1902.03393
1911.12491,1906.04721
1911.12491,1903.08066
1911.12491,1802.04977
1911.12491,1905.11946
1911.12598,1611.01688
1911.12598,1909.05207
1911.12598,2009.04462
1911.13152,2008.08548
1911.13152,1909.05912
1911.13152,2005.00904
1911.13152,1902.10297
1911.13152,1711.09576
1911.13152,2009.03855
1911.13152,2004.11456
1911.10866,1906.05030
1911.10866,2005.07541
1911.10866,1901.10964
1912.00157,1904.03377
1912.00157,1903.12529
1912.00157,2003.05417
1912.00157,1906.06794
1912.00157,1711.06077
1912.00157,1810.02281
1912.00157,1906.05284
1912.00157,1909.06581
1912.00202,1902.06326
1912.00202,1901.08043
1912.00202,1802.01500
1912.00202,1904.07850
1912.00202,1906.01140
1912.00202,1904.03632
1912.00202,1801.07829
1912.00202,1905.11498
1912.00202,1908.10028
1912.00202,1904.10117
1912.00202,2004.02693
1912.00202,1812.05784
1912.00202,1912.12033
1912.00202,1904.09664
1912.00202,1904.08189
1912.00202,1812.07003
1912.00202,1907.10471
1912.00202,1904.01355
1912.00202,1809.02165
1912.00202,1904.03579
1912.00202,1812.04244
1911.09960,1902.03334
1911.09960,1808.00177
1911.13162,2008.06262
1911.13162,1910.04254
1911.11928,1802.03216
1911.11928,1901.08106
1911.11928,1811.00164
1911.11928,1908.09453
1911.11928,1810.09026
1911.11928,1903.05614
1911.11928,1902.02004
1912.00589,1906.04032
1912.00589,2006.06897
1912.00589,1905.10347
1912.00589,2005.01698
1912.00589,2002.11537
1912.00589,1812.10907
1912.00589,1903.08689
1912.00589,2002.05616
1912.00589,1907.05600
1912.00589,1904.09770
1912.00589,1910.13101
1912.00589,1901.08508
1912.00589,1912.03263
1912.00589,1811.00995
1912.00589,1907.04809
1912.00589,1812.09916
1911.12501,1904.05767
1911.12501,1903.00812
1911.12501,1902.03451
1911.12501,1905.01326
1911.10978,1912.06010
1912.00134,1909.04019
1912.00134,2005.11093
1911.11430,1802.04407
1911.11430,1901.00596
1911.11430,1802.04942
1911.11430,1802.05983
1911.11430,2006.05385
1911.11430,1812.04202
1911.11430,1612.00410
1912.00036,1812.03828
1912.00036,2008.00096
1912.00036,1904.08755
1912.00036,1908.06989
1912.00036,2003.10432
1912.00036,2006.12356
1912.00036,2008.10559
