Source,Target
1905.09718,1902.07153
1905.09718,1901.00596
1905.09718,2006.12739
1905.09718,2003.08246
1905.09718,2006.07889
1905.09718,2006.06648
1905.09718,2007.02914
1905.09718,2008.09657
1905.05857,1910.08446
1905.05857,2005.10619
1905.05857,1902.00980
1905.05857,2006.09517
1905.05857,2006.14389
1905.05857,2006.16785
1905.05857,1905.03970
1905.05857,2008.01879
1905.05857,2007.05078
1905.05857,1906.02922
1905.05857,2003.03426
1905.05857,1907.09350
1905.05857,2007.00148
1905.07373,2006.14699
1905.07373,1805.09501
1905.07373,1806.09055
1905.07373,2003.11342
1905.07373,2003.03780
1905.07373,1812.05285
1905.07373,1802.01548
1905.07373,2006.06320
1905.07373,1709.01507
1905.07373,1910.02543
1905.07373,1807.11626
1905.07373,2006.07965
1905.07373,1808.07233
1905.07373,1912.11188
1905.07373,2005.10511
1905.07373,2008.01475
1905.05918,1905.06010
1905.05918,1907.07480
1905.06147,1610.05083
1905.06147,2002.00102
1905.06147,1802.04364
1905.06147,1806.08804
1905.06147,1805.10636
1905.06147,2004.08925
1905.06147,1805.09076
1905.06147,1908.06661
1905.05710,1509.02971
1905.05710,1106.0665
1905.08772,1912.09322
1905.08772,1911.06147
1905.09894,1910.01877
1905.09894,1911.11573
1905.10003,1808.02933
1905.10003,1707.02038
1905.10003,1911.00002
1905.07672,1905.07112
1905.07672,1804.05810
1905.07672,1907.01003
1905.07672,1902.06320
1905.07672,1805.11770
1905.07672,1805.11090
1905.07672,1710.08864
1905.07672,1706.06083
1905.07672,1904.01160
1905.07672,1907.11684
1905.05879,2005.13835
1905.05879,2006.04154
1905.05879,2005.03295
1905.05879,2004.14143
1905.05879,2005.07025
1905.05879,2008.11354
1905.05879,2004.12992
1905.05879,1802.04208
1905.05879,2001.07849
1905.05879,1710.10467
1905.05879,2001.04463
1905.05879,2002.04933
1905.05879,2004.11284
1905.05879,1912.02461
1905.05879,2009.09875
1905.05879,2005.07810
1905.05879,1806.04558
1905.05879,2005.08781
1905.05879,2004.07370
1905.05879,1904.06590
1905.06455,1809.03113
1905.06455,1910.06259
1905.06455,1810.00740
1905.06455,1706.06083
1905.06455,1705.07204
1905.06455,1901.08573
1905.07797,2008.10123
1905.07797,2001.00714
1905.07797,1905.07808
1905.07859,1907.11281
1905.07859,1902.02223
1905.07859,1806.03218
1905.07859,1901.02549
1905.08615,1804.09170
1905.08615,1803.05407
1905.08615,1806.05594
1905.08615,2003.12824
1905.06209,2002.06115
1905.06209,2004.03658
1905.06209,2002.10640
1905.07098,1904.12584
1905.07098,1905.04405
1905.07098,2004.07347
1905.07098,1902.09091
1905.08606,1805.09967
1905.08606,1807.02189
1905.07320,1909.01861
1905.07320,1812.00332
1905.07320,1805.09501
1905.07320,1806.09055
1905.07320,1910.04465
1905.07320,1802.01548
1905.07320,1802.07191
1905.07320,1808.07233
1905.07320,1905.11946
1905.07320,2008.01475
1905.06105,1905.09688
1905.06105,2007.05657
1905.08776,2008.02793
1905.08776,2003.00196
1905.08776,2004.03805
1905.08776,2008.06872
1905.08776,2008.10174
1905.08776,1809.03658
1905.08776,2008.00158
1905.08776,2001.04947
1905.08776,1908.07117
1905.08776,1808.07371
1905.08776,2003.04583
1905.08776,1911.11530
1905.08776,2008.03806
1905.08776,2008.02401
1905.08776,2007.09198
1905.08776,2003.02050
1905.08776,2006.10569
1905.06803,1911.07682
1905.06803,2003.04942
1905.06803,2008.11151
1905.06803,2008.13227
1905.08302,1911.04014
1905.08302,1812.11476
1905.08302,1908.08200
1905.08302,2007.10976
1905.08302,1708.02728
1905.08302,1907.08743
1905.07841,2004.14840
1905.07841,2009.05175
1905.07841,2006.11438
1905.07841,1910.11102
1905.07841,1708.03619
1905.07841,1902.03760
1905.07841,2003.08897
1905.07841,1909.00121
1905.07841,1912.03098
1905.07841,1908.03557
1905.05451,2006.12631
1905.05961,1904.09237
1905.05961,2004.09968
1905.10345,2007.01977
1905.10345,1910.03698
1905.10345,1911.00061
1905.10345,1808.03233
1905.07961,1911.04873
1905.07961,1912.01412
1905.07961,1903.03182
1905.09716,2004.05151
1905.09716,1901.08394
1905.09716,1910.11240
1905.05345,1907.01490
1905.09054,1712.06541
1905.09054,1901.08428
1905.09054,1909.09501
1905.09054,1801.04381
1905.09054,1709.01507
1905.09419,1907.08040
1905.09419,1912.04161
1905.09997,2003.13807
1905.09997,1906.05661
1905.09997,2006.06835
1905.09997,2008.11091
1905.09997,2006.06587
1905.09997,2007.01837
1905.09997,2003.05252
1905.09997,1810.13395
1905.09997,2002.10542
1905.09997,2002.05359
1905.09997,2006.16541
1905.09997,2001.06699
1905.09997,1903.11991
1905.09997,1802.10551
1905.09997,2002.05273
1905.09997,2006.10311
1905.09997,1910.04920
1905.09997,2002.10597
1905.09997,1608.04636
1905.09997,1904.09237
1905.09997,2007.14546
1905.09997,1808.00387
1905.09997,2002.08809
1905.09997,1902.09843
1905.09997,2006.08167
1905.09997,1904.08598
1905.09997,2007.00720
1905.09997,2007.02180
1905.09997,1812.04529
1905.09997,2008.07978
1905.09997,1810.07288
1905.06836,2007.06869
1905.07287,2002.03663
1905.10337,1910.01619
1905.10337,1712.06541
1905.10337,1810.12065
1905.10337,1810.06793
1905.10337,2005.10190
1905.10337,1806.07572
1905.10337,1901.08584
1905.10337,1811.04918
1905.10337,2005.14426
1905.10337,1904.11955
1905.10337,2006.10732
1905.10337,1911.04462
1905.10337,2006.16540
1905.10337,1910.11923
1905.10337,1902.01028
1905.10337,2005.04211
1905.10337,2008.08059
1905.10337,2001.04413
1905.10337,2006.05939
1905.10337,2006.13436
1905.10337,2002.06262
1905.10337,1902.06720
1905.10337,1902.04760
1905.10337,1811.03804
1905.10337,2003.05508
1905.10337,1811.03962
1905.10337,2008.11245
1905.10337,1810.02054
1905.10337,1910.06943
1905.10337,2002.04010
1905.10337,1910.06956
1905.10337,1808.01204
1905.10337,1810.05369
1905.10337,1909.12292
1905.10337,2007.04596
1905.10337,1805.02677
1905.10337,1911.12360
1905.10337,2002.04026
1905.10337,2002.07400
1905.10337,1909.08156
1905.10337,2003.04180
1905.10337,1907.04595
1905.06231,1804.03550
1905.06231,1909.11512
1905.06231,1907.05091
1905.06231,2008.10559
1905.05618,2006.06091
1905.05618,2006.13084
1905.05618,1907.00559
1905.05618,1905.12365
1905.05618,1902.06326
1905.05618,2003.00504
1905.05618,1812.05784
1905.05618,1801.07829
1905.05618,1811.10247
1905.07645,1910.04308
1905.07645,2003.06048
1905.07645,2002.03129
1905.07645,2006.04163
1905.07645,1805.09114
1905.07645,2001.09621
1905.07645,1901.06003
1905.07645,2006.12648
1905.07645,1905.05461
1905.07645,2002.08276
1905.07645,2002.02913
1905.07645,2002.01615
1905.07645,2006.14744
1905.07645,1802.04307
1905.07645,1911.08530
1905.07645,2005.12123
1905.07953,2008.06274
1905.07953,1910.06849
1905.07953,2002.07206
1905.07953,2007.04583
1905.07953,1910.02548
