Source,Target
2003.05122,1906.08953
2003.05122,1902.08913
2003.05122,1904.04620
2003.05122,1901.02571
2003.05122,1803.09719
2003.05122,1912.02889
2003.05122,1905.10296
2003.05122,1912.03238
2003.05122,1902.05356
2003.05122,1912.03251
2003.05122,1902.04997
2003.05122,1904.05822
2003.05614,1812.05038
2003.05614,1812.03982
2003.06777,1804.00222
2003.06777,1902.03356
2003.06777,1810.09502
2003.06777,1906.00562
2003.06777,1909.04630
2003.06777,1703.00443
2003.06777,1903.10225
2003.06777,2003.11657
2003.06777,1904.03472
2003.06777,1805.10123
2003.06777,1905.04398
2003.06777,1903.05050
2003.06777,1905.01436
2003.06777,1903.12290
2003.06777,1903.02351
2003.06777,1910.12430
2003.06777,1912.02175
2003.06777,1904.04232
2003.06777,1904.08479
2003.06777,1807.05960
2003.06777,1904.08502
2003.06777,1904.03758
2003.06777,1905.11116
2003.06777,1812.02391
2003.06777,1909.00025
2003.06777,1812.01784
2003.06777,2003.10658
2003.06777,1905.01102
2003.06777,2003.08823
2003.07561,1905.12365
2003.07561,1812.02781
2003.07561,1912.04488
2003.07561,1906.07155
2003.07561,1906.02739
2003.07561,1901.07518
2003.07561,1811.02146
2003.07561,1904.07850
2003.07561,1909.02533
2003.07561,1907.10043
2003.07561,1902.09212
2003.07561,2001.08248
2003.07561,1904.12681
2003.07561,1901.09366
2003.07561,1905.07005
2003.07561,1811.10247
2003.07561,1904.09664
2003.04207,1808.05377
2003.04470,2003.05043
2003.04470,1905.12411
2003.03461,2009.03298
2003.03461,1904.01326
2003.03461,1905.02249
2003.03461,1905.01258
2003.03461,1906.03292
2003.03461,1802.04942
2003.03461,2009.06795
2003.03461,1811.12359
2003.03461,2008.02401
2003.03461,2007.02442
2003.03461,1812.04948
2003.03461,1802.05983
2003.03461,2007.09250
2003.03461,1906.06034
2003.05573,1906.10197
2003.05573,1905.01235
2003.06659,2009.00633
2003.06659,1904.12785
2003.06659,1910.04386
2003.06659,1912.01703
2003.06659,2003.08407
2003.06659,1904.04443
2003.06659,1904.08410
2003.06659,1905.12828
2003.04732,1906.04817
2003.04732,2002.10943
2003.06658,1904.09708
2003.07725,1905.09907
2003.05212,1912.04443
2003.05212,1911.09676
2003.05212,1910.03135
2003.07581,1903.02330
2003.07581,1904.03289
2003.07581,1811.11742
2003.07581,1902.09868
2003.07581,1904.04812
2003.07581,2008.06981
2003.07581,1910.11322
2003.07581,1902.09212
2003.07581,1905.04266
2003.07581,1909.02533
2003.07581,1908.06377
2003.07581,1909.12828
2003.07581,1904.11111
2003.05562,2007.06778
2003.05562,1905.09381
2003.05562,2003.05161
2003.05562,1904.09708
2003.05562,2007.08970
2003.05562,1902.06349
2003.05562,1906.05381
2003.05562,2006.14448
2003.05562,1906.04604
2003.05562,1809.04682
2003.05562,2006.10627
2003.05562,2008.06662
2003.06472,1811.11389
2003.06472,1812.08434
2003.06472,1904.06624
2003.06472,1904.09709
2003.06472,1907.06757
2003.06472,1809.06647
2003.06472,1812.04948
2003.06472,1905.08233
2003.06472,1811.11212
2003.06472,1904.03582
2003.07790,1812.06499
2003.07790,1902.01466
2003.03913,1904.02216
2003.03913,1811.11431
2003.03913,1801.04381
2003.03913,1904.04514
2003.03913,1905.02423
2003.03913,1902.04502
2003.03913,2006.07644
2003.04414,2003.04428
2003.04414,1903.07169
2003.04414,1903.07165
2003.04414,1901.11111
2003.04414,1903.07193
2003.05065,1806.01619
2003.05065,1812.07252
2003.05065,1905.13290
2003.05034,1904.05835
2003.05034,1910.10699
2003.05034,1904.05068
2003.05034,1905.00397
2003.05034,1904.01802
2003.05034,1802.04977
2003.05034,1910.03624
2003.05034,1803.10837
2003.05034,1907.09682
2003.05034,1909.13719
2003.05034,1905.04899
2003.05034,1905.05393
2003.05707,1906.02589
2003.05707,1905.13662
2003.05707,1908.09635
2003.05707,1904.05514
2003.05707,1805.09458
2003.05534,1906.05928
2003.05534,1811.11745
2003.05534,1904.00830
2003.05534,1711.09078
2003.05534,2006.08070
2003.05534,1711.06077
2003.05534,2008.01484
2003.05534,1810.08768
2003.05534,1806.06575
2003.07289,1912.08487
2003.07289,1902.08913
2003.07289,1911.03393
2003.07289,1903.01534
2003.07289,1912.06879
2003.07289,1909.03557
2003.07289,1802.04537
2003.07782,2003.07781
2003.07782,2003.07037
2003.07782,2003.07780
2003.06112,1904.03920
2003.07526,1903.07291
2003.07526,1806.03589
2003.04983,1909.01264
2003.04983,2005.11093
2003.03779,1509.02971
2003.03779,1912.06680
2003.03779,1904.00511
2003.03779,1905.10615
2003.03779,1910.07113
2003.03779,1812.05905
2003.04052,1811.12231
2003.04052,1910.05886
2003.04052,1904.00760
2003.04052,1810.09091
2003.04052,1911.10371
2003.04052,1909.00166
2003.04052,1909.13140
2003.04052,2008.01449
2003.04052,1907.12347
2003.04052,1910.08519
2003.04052,2003.08462
